C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,135,149,129,208,66,231,295
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,142,137,209,78,251,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,142,137,209,78,251,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,143,137,209,78,251,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,143,137,209,78,251,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,143,137,210,78,251,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,143,137,210,78,251,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,144,136,210,78,251,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,144,136,210,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,144,136,210,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,144,136,210,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,144,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,144,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,144,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,144,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,144,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,144,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,144,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,144,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,211,78,250,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,211,78,250,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,211,78,250,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,211,78,250,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,212,78,250,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,212,78,250,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,212,78,250,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,212,78,250,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,143,145,136,212,78,249,324
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,145,136,213,78,249,324
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,145,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,145,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,145,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,145,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,145,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,145,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,143,145,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,143,145,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,143,145,136,214,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,143,145,136,214,78,250,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,143,145,136,214,78,250,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,142,146,136,214,78,250,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,142,146,136,213,78,250,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,142,147,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,142,148,136,213,78,249,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,142,148,136,213,78,249,324
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,142,149,136,213,78,249,324
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,142,149,136,213,78,249,324
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,142,149,136,213,78,249,324
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,142,149,136,213,78,250,324
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,142,149,136,213,78,250,324
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,142,148,136,213,77,251,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,142,148,136,213,77,252,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,141,148,136,213,77,253,323
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,141,147,136,213,77,253,322
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,140,147,136,213,77,254,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,140,147,135,213,77,254,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,140,147,135,213,77,254,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,140,147,135,213,77,254,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,140,147,135,213,77,254,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,139,147,135,213,77,254,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,139,147,135,213,76,253,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,139,147,135,213,76,253,321
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,139,147,134,214,76,253,320
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,139,147,134,214,76,253,320
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,138,147,133,214,76,253,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,138,147,133,214,76,253,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,138,147,133,214,76,253,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,138,147,133,214,76,253,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,137,147,133,214,76,253,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,137,147,133,214,76,253,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,137,148,133,215,76,253,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,136,148,133,215,76,253,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,136,148,133,215,76,253,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,136,148,132,215,76,253,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,136,148,132,215,76,254,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,136,148,132,215,76,254,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,136,149,132,215,76,254,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,135,149,132,215,76,254,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,187,135,149,132,215,76,254,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,187,134,149,132,215,76,254,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,187,134,149,131,216,75,254,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,133,150,131,216,75,254,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,133,151,131,216,75,253,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,152,131,216,75,253,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,152,131,216,75,253,312
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,152,131,216,75,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,152,130,216,75,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,152,130,216,74,252,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,153,130,216,74,252,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,153,130,216,74,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,153,130,216,74,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,153,130,216,74,253,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,153,130,216,74,253,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,154,130,216,74,253,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,132,154,130,216,73,253,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,131,155,130,216,73,253,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,131,155,129,216,73,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,131,155,129,216,73,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,131,155,129,216,73,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,131,155,129,216,73,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,131,155,129,216,72,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,184,131,155,129,216,72,252,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,131,155,129,216,72,253,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,131,155,129,217,72,253,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,131,155,129,217,72,253,309
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,131,155,129,217,72,253,309
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,131,155,129,217,72,253,309
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,185,131,155,129,217,72,253,308
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,131,155,129,217,72,253,308
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,131,155,129,217,72,253,308
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,186,131,155,129,217,72,253,308
